Publication A,Publication B,Number,Publication A xx Publication B
10-MC-01,09-D-04,1,Quotes
10-MC-01,07-D-28,1,Quotes
10-MC-01,01-D-49,1,Quotes
10-MC-01,05-D-44,1,Quotes
10-MC-01,05-D-34,1,Quotes
10-MC-01,10-A-29,3,Is quoted by
10-MC-01,10-D-32,1,Is quoted by
10-MC-01,10-D-38,4,Is quoted by
10-MC-01,12-D-22,2,Is quoted by
10-MC-01,13-D-07,4,Is quoted by
10-MC-01,14-D-06,1,Is quoted by
10-MC-01,15-D-13,6,Is quoted by
10-MC-01,15-D-15,1,Is quoted by
10-MC-01,18-A-03,2,Is quoted by
10-MC-01,18-D-13,3,Is quoted by
10-MC-01,19-D-26,5,Is quoted by
10-MC-01,19-MC-01,5,Is quoted by
10-MC-01,21-D-07,1,Is quoted by
10-MC-01,21-D-11,1,Is quoted by
10-D-39,07-D-50,1,Quotes
10-D-39,05-D-38,1,Quotes
10-D-39,07-D-33,1,Quotes
10-D-39,07-D-41,1,Quotes
10-D-39,05-D-27,1,Quotes
10-D-39,07-D-48,1,Quotes
10-D-39,05-D-69,3,Quotes
10-D-39,09-D-05,2,Quotes
10-D-39,09-D-36,1,Quotes
10-D-39,06-D-03,1,Quotes
10-D-39,03-D-07,1,Quotes
10-D-39,06-D-30,1,Quotes
10-D-39,06-D-36,1,Quotes
10-D-39,05-D-37,1,Quotes
10-D-39,05-D-67,2,Quotes
10-D-39,11-D-02,1,Is quoted by
10-D-39,11-D-13,2,Is quoted by
10-D-39,12-D-06,1,Is quoted by
10-D-39,12-D-09,1,Is quoted by
10-D-39,12-D-10,1,Is quoted by
10-D-39,12-D-27,1,Is quoted by
10-D-39,13-D-03,1,Is quoted by
10-D-39,13-D-06,1,Is quoted by
10-D-39,13-D-09,1,Is quoted by
10-D-39,13-D-12,1,Is quoted by
10-D-39,13-D-21,1,Is quoted by
10-D-39,14-A-13,1,Is quoted by
10-D-39,14-D-05,1,Is quoted by
10-D-39,14-D-16,1,Is quoted by
10-D-39,14-D-19,1,Is quoted by
10-D-39,14-D-20,1,Is quoted by
10-D-39,15-D-17,1,Is quoted by
10-D-39,15-D-19,2,Is quoted by
10-D-39,15-D-20,1,Is quoted by
10-D-39,16-D-02,1,Is quoted by
10-D-39,16-D-09,1,Is quoted by
10-D-39,16-D-14,1,Is quoted by
10-D-39,16-D-17,1,Is quoted by
10-D-39,16-D-20,1,Is quoted by
10-D-39,16-D-28,1,Is quoted by
10-D-39,16-MC-01,1,Is quoted by
10-D-39,17-D-17,1,Is quoted by
10-D-39,19-D-10,1,Is quoted by
10-D-39,20-D-09,1,Is quoted by
10-D-39,20-D-19,1,Is quoted by
10-D-38,07-D-33,2,Quotes
10-D-38,09-D-14,1,Quotes
10-D-38,07-MC-06,2,Quotes
10-D-38,10-A-29,3,Quotes
10-D-38,10-MC-01,4,Quotes
10-D-38,10-D-14,1,Quotes
10-D-38,10-D-32,1,Quotes
10-D-38,00-MC-14,1,Quotes
10-D-38,04-D-40,1,Quotes
10-D-38,05-D-73,1,Quotes
10-D-38,06-D-20,1,Quotes
10-D-38,96-D-10,2,Quotes
10-D-38,12-D-22,9,Is quoted by
10-D-38,14-D-07,1,Is quoted by
10-D-38,18-D-12,1,Is quoted by
10-D-37,10-D-02,1,Quotes
10-D-37,13-A-24,4,Is quoted by
10-D-36,00-A-07,1,Quotes
10-D-36,16-D-21,1,Is quoted by
10-D-36,20-D-08,2,Is quoted by
10-D-36,20-D-11,1,Is quoted by
10-D-35,09-D-03,1,Quotes
10-D-35,05-D-27,1,Quotes
10-D-35,05-D-17,1,Quotes
10-D-35,06-D-08,1,Quotes
10-D-35,01-D-20,1,Quotes
10-D-35,08-D-32,1,Quotes
10-D-35,09-D-25,1,Quotes
10-D-35,04-D-03,1,Quotes
10-D-35,08-D-30,1,Quotes
10-D-35,09-D-05,1,Quotes
10-D-35,09-D-34,2,Quotes
10-D-35,08-D-05,1,Quotes
10-D-35,06-D-03,1,Quotes
10-D-35,04-D-78,1,Quotes
10-D-35,10-D-10,1,Quotes
10-D-35,08-D-13,1,Quotes
10-D-35,07-D-21,1,Quotes
10-D-35,02-D-57,1,Quotes
10-D-35,13-D-12,1,Is quoted by
10-D-35,20-D-09,1,Is quoted by
10-D-35,21-D-09,1,Is quoted by
10-D-35,21-D-20,1,Is quoted by
10-D-34,05-D-49,1,Quotes
10-D-34,10-D-21,1,Quotes
10-D-34,08-A-01,1,Quotes
10-D-34,04-D-27,1,Quotes
10-D-34,05-D-16,6,Quotes
10-D-34,13-D-11,1,Is quoted by
10-D-34,13-D-20,1,Is quoted by
10-D-34,13-D-21,1,Is quoted by
10-D-34,17-D-25,1,Is quoted by
10-D-33,07-D-21,1,Quotes
10-D-33,12-D-11,2,Is quoted by
10-D-33,14-D-03,2,Is quoted by
10-D-33,14-D-07,1,Is quoted by
10-D-33,15-D-11,1,Is quoted by
10-D-32,06-A-13,10,Quotes
10-D-32,00-D-28,1,Quotes
10-D-32,06-A-12,1,Quotes
10-D-32,07-D-33,1,Quotes
10-D-32,09-D-14,1,Quotes
10-D-32,09-D-05,1,Quotes
10-D-32,07-MC-06,2,Quotes
10-D-32,09-D-36,2,Quotes
10-D-32,10-D-16,1,Quotes
10-D-32,10-MC-01,1,Quotes
10-D-32,10-D-07,1,Quotes
10-D-32,10-D-28,2,Quotes
10-D-32,10-D-38,1,Is quoted by
10-D-32,11-A-02,1,Is quoted by
10-D-32,11-D-12,5,Is quoted by
10-D-32,12-D-10,1,Is quoted by
10-D-32,12-D-11,1,Is quoted by
10-D-32,12-D-14,1,Is quoted by
10-D-32,12-D-19,2,Is quoted by
10-D-32,13-A-19,3,Is quoted by
10-D-32,13-D-11,3,Is quoted by
10-D-32,13-D-21,2,Is quoted by
10-D-32,14-D-03,1,Is quoted by
10-D-32,14-D-08,3,Is quoted by
10-D-32,14-D-11,2,Is quoted by
10-D-32,15-A-14,1,Is quoted by
10-D-32,16-D-14,1,Is quoted by
10-D-32,16-D-23,1,Is quoted by
10-D-32,16-MC-01,2,Is quoted by
10-D-32,17-D-05,1,Is quoted by
10-D-32,17-D-16,1,Is quoted by
10-D-32,17-D-25,3,Is quoted by
10-D-32,18-D-14,3,Is quoted by
10-D-32,20-D-01,1,Is quoted by
10-D-32,20-D-11,3,Is quoted by
10-D-32,20-D-17,1,Is quoted by
10-D-32,21-D-03,2,Is quoted by
10-D-31,09-A-53,1,Quotes
10-D-31,06-A-10,2,Quotes
10-D-31,07-D-09,1,Quotes
10-D-31,07-D-39,1,Quotes
10-D-31,09-D-10,1,Quotes
10-D-31,01-D-66,1,Quotes
10-D-31,09-D-36,1,Quotes
10-D-31,07-D-14,1,Quotes
10-D-31,98-A-24,1,Quotes
10-D-31,12-D-01,1,Is quoted by
10-D-30,09-D-04,1,Quotes
10-D-30,10-A-29,3,Is quoted by
10-D-30,12-D-22,1,Is quoted by
10-D-30,13-D-07,6,Is quoted by
10-D-30,19-D-26,3,Is quoted by
10-D-30,19-MC-01,1,Is quoted by
10-D-29,09-D-26,4,Quotes
10-D-29,06-A-18,1,Quotes
10-D-29,12-A-17,4,Is quoted by
10-D-28,07-D-50,1,Quotes
10-D-28,00-D-28,6,Quotes
10-D-28,07-D-23,2,Quotes
10-D-28,07-D-33,1,Quotes
10-D-28,09-D-10,1,Quotes
10-D-28,05-D-27,1,Quotes
10-D-28,07-D-48,1,Quotes
10-D-28,08-D-30,1,Quotes
10-D-28,09-D-28,1,Quotes
10-D-28,09-D-31,1,Quotes
10-D-28,09-D-36,2,Quotes
10-D-28,07-D-11,1,Quotes
10-D-28,08-D-12,1,Quotes
10-D-28,88-D-37,5,Quotes
10-D-28,10-D-32,2,Is quoted by
10-D-28,11-D-02,2,Is quoted by
10-D-28,11-D-11,12,Is quoted by
10-D-28,13-A-19,2,Is quoted by
10-D-28,13-D-11,1,Is quoted by
10-D-28,14-D-08,1,Is quoted by
10-D-28,14-D-19,1,Is quoted by
10-D-28,16-D-20,1,Is quoted by
10-D-28,19-D-25,2,Is quoted by
10-D-28,20-D-07,1,Is quoted by
10-D-28,21-D-21,1,Is quoted by
10-D-27,09-D-12,5,Quotes
10-D-26,01-D-17,1,Quotes
10-D-26,08-D-22,1,Quotes
10-D-26,89-D-42,1,Quotes
10-D-26,06-D-08,2,Quotes
10-D-26,09-D-25,1,Quotes
10-D-26,07-D-47,1,Quotes
10-D-26,09-D-34,3,Quotes
10-D-26,08-D-33,1,Quotes
10-D-26,11-D-13,1,Is quoted by
10-D-26,15-D-19,1,Is quoted by
10-D-26,19-D-24,1,Is quoted by
10-D-26,21-D-01,1,Is quoted by
10-D-25,06-D-36,5,Quotes
10-D-25,11-D-18,7,Is quoted by
10-D-25,12-D-03,1,Is quoted by
10-D-25,13-D-11,1,Is quoted by
10-D-25,13-D-13,4,Is quoted by
10-D-25,13-D-21,2,Is quoted by
10-D-25,16-D-08,1,Is quoted by
10-D-25,20-D-17,1,Is quoted by
10-D-24,09-D-10,1,Quotes
10-D-23,16-D-18,1,Is quoted by
10-D-22,09-D-03,1,Quotes
10-D-22,01-D-17,1,Quotes
10-D-22,05-D-19,1,Quotes
10-D-22,92-D-08,1,Quotes
10-D-22,03-D-19,1,Quotes
10-D-22,05-D-17,2,Quotes
10-D-22,06-D-08,1,Quotes
10-D-22,01-D-20,1,Quotes
10-D-22,94-D-21,1,Quotes
10-D-22,09-D-34,1,Quotes
10-D-22,08-D-05,1,Quotes
10-D-22,08-D-23,1,Quotes
10-D-22,01-D-67,1,Quotes
10-D-22,12-D-07,1,Is quoted by
10-D-22,13-D-09,1,Is quoted by
10-D-21,05-D-49,19,Quotes
10-D-21,05-D-36,1,Quotes
10-D-21,08-A-01,1,Quotes
10-D-21,10-D-34,1,Is quoted by
10-D-21,15-D-02,2,Is quoted by
10-D-21,18-D-09,2,Is quoted by
10-D-21,20-D-03,3,Is quoted by
10-D-21,20-D-07,2,Is quoted by
10-D-21,21-D-17,1,Is quoted by
10-D-20,04-D-32,1,Quotes
10-D-20,02-D-33,2,Quotes
10-D-20,18-A-03,4,Is quoted by
10-D-20,21-D-27,2,Is quoted by
10-D-19,07-A-08,3,Quotes
10-D-19,05-D-19,1,Quotes
10-D-19,01-D-13,1,Quotes
10-D-19,08-D-30,1,Quotes
10-D-19,99-D-51,4,Quotes
10-D-19,02-D-76,1,Quotes
10-D-19,03-D-44,3,Quotes
10-D-19,07-D-11,1,Quotes
10-D-19,90-A-13,1,Quotes
10-D-19,16-D-14,1,Is quoted by
10-D-19,16-MC-01,1,Is quoted by
10-D-19,19-D-25,1,Is quoted by
10-D-19,19-D-26,1,Is quoted by
10-D-19,20-D-04,1,Is quoted by
10-D-19,20-D-17,1,Is quoted by
10-D-19,20-D-20,1,Is quoted by
10-D-19,21-D-14,1,Is quoted by
10-D-19,21-D-21,1,Is quoted by
10-D-19,21-D-22,1,Is quoted by
10-D-19,21-D-25,1,Is quoted by
10-D-19,21-D-26,1,Is quoted by
10-D-19,21-D-27,1,Is quoted by
10-D-18,00-D-47,1,Quotes
10-D-17,07-MC-01,2,Quotes
10-D-17,09-D-10,1,Quotes
10-D-17,08-D-32,1,Quotes
10-D-17,08-D-16,3,Quotes
10-D-17,09-D-31,5,Quotes
10-D-17,97-D-71,1,Quotes
10-D-17,98-D-31,2,Quotes
10-D-17,09-D-32,2,Quotes
10-D-17,09-D-35,2,Quotes
10-D-17,09-D-36,2,Quotes
10-D-17,07-D-37,1,Quotes
10-D-17,10-D-07,2,Quotes
10-D-17,02-D-33,1,Quotes
10-D-17,97-D-90,3,Quotes
10-D-17,11-D-03,1,Is quoted by
10-D-17,11-D-17,1,Is quoted by
10-D-17,11-MC-01,1,Is quoted by
10-D-17,12-D-08,1,Is quoted by
10-D-17,12-D-09,1,Is quoted by
10-D-17,12-D-29,1,Is quoted by
10-D-17,13-D-06,1,Is quoted by
10-D-17,14-A-04,1,Is quoted by
10-D-17,15-D-15,1,Is quoted by
10-D-17,17-D-02,1,Is quoted by
10-D-16,07-D-33,1,Quotes
10-D-16,08-D-30,1,Quotes
10-D-16,09-D-28,3,Quotes
10-D-16,07-MC-06,3,Quotes
10-D-16,97-A-10,1,Quotes
10-D-16,10-D-02,1,Quotes
10-D-16,01-D-57,1,Quotes
10-D-16,10-A-25,1,Is quoted by
10-D-16,10-D-32,1,Is quoted by
10-D-16,12-A-11,1,Is quoted by
10-D-16,13-A-24,1,Is quoted by
10-D-16,13-D-10,1,Is quoted by
10-D-16,13-D-11,3,Is quoted by
10-D-16,14-D-06,1,Is quoted by
10-D-15,97-D-54,1,Quotes
10-D-15,07-D-39,1,Quotes
10-D-15,01-D-32,2,Quotes
10-D-15,06-D-30,5,Quotes
10-D-15,00-D-77,1,Quotes
10-D-15,00-D-78,1,Quotes
10-D-15,00-D-79,2,Quotes
10-D-15,01-D-78,1,Quotes
10-D-15,02-D-42,1,Quotes
10-D-15,04-A-04,1,Quotes
10-D-15,04-D-30,1,Quotes
10-D-15,08-D-23,1,Quotes
10-D-15,08-D-26,1,Quotes
10-D-15,94-D-51,1,Quotes
10-D-15,96-D-53,1,Quotes
10-D-15,98-D-27,1,Quotes
10-D-15,11-D-05,1,Is quoted by
10-D-15,12-D-06,3,Is quoted by
10-D-15,13-D-02,2,Is quoted by
10-D-15,18-D-04,1,Is quoted by
10-D-15,19-D-05,3,Is quoted by
10-D-15,19-D-25,1,Is quoted by
10-D-15,21-D-27,1,Is quoted by
10-D-14,94-A-15,2,Quotes
10-D-14,07-D-33,1,Quotes
10-D-14,04-D-32,1,Quotes
10-D-14,07-D-43,1,Quotes
10-D-14,09-MC-01,2,Quotes
10-D-14,02-D-63,1,Quotes
10-D-14,10-D-38,1,Is quoted by
10-D-14,11-A-02,3,Is quoted by
10-D-14,13-D-11,1,Is quoted by
10-D-14,13-D-20,4,Is quoted by
10-D-14,13-D-21,1,Is quoted by
10-D-14,14-D-06,1,Is quoted by
10-D-14,14-D-11,2,Is quoted by
10-D-14,17-D-06,1,Is quoted by
10-D-14,17-D-25,1,Is quoted by
10-D-13,07-D-08,1,Quotes
10-D-13,05-D-19,1,Quotes
10-D-13,05-D-65,1,Quotes
10-D-13,09-D-10,2,Quotes
10-D-13,05-D-27,1,Quotes
10-D-13,01-D-13,1,Quotes
10-D-13,07-D-48,1,Quotes
10-D-13,08-D-32,3,Quotes
10-D-13,08-D-30,1,Quotes
10-D-13,08-D-19,7,Quotes
10-D-13,99-D-18,1,Quotes
10-D-13,06-D-03,1,Quotes
10-D-13,06-D-30,1,Quotes
10-D-13,08-D-13,1,Quotes
10-D-13,92-D-20,2,Quotes
10-D-13,97-D-01,2,Quotes
10-D-13,98-D-26,1,Quotes
10-D-13,98-D-34,1,Quotes
10-D-13,11-D-01,3,Is quoted by
10-D-13,11-D-07,1,Is quoted by
10-D-13,11-D-17,1,Is quoted by
10-D-13,12-D-02,1,Is quoted by
10-D-13,12-D-09,1,Is quoted by
10-D-13,12-D-15,1,Is quoted by
10-D-13,14-D-17,2,Is quoted by
10-D-13,15-D-15,1,Is quoted by
10-D-13,16-D-09,1,Is quoted by
10-D-13,16-D-14,1,Is quoted by
10-D-13,16-D-17,1,Is quoted by
10-D-13,16-MC-01,1,Is quoted by
10-D-13,18-D-26,1,Is quoted by
10-D-13,19-D-17,1,Is quoted by
10-D-13,19-D-22,1,Is quoted by
10-D-13,19-D-25,1,Is quoted by
10-D-13,19-D-26,1,Is quoted by
10-D-13,20-D-04,1,Is quoted by
10-D-13,20-D-17,2,Is quoted by
10-D-13,20-D-20,1,Is quoted by
10-D-13,21-D-06,1,Is quoted by
10-D-13,21-D-14,1,Is quoted by
10-D-13,21-D-21,2,Is quoted by
10-D-13,21-D-22,1,Is quoted by
10-D-13,21-D-25,1,Is quoted by
10-D-13,21-D-26,1,Is quoted by
10-D-13,21-D-27,2,Is quoted by
10-D-12,07-D-12,1,Quotes
10-D-12,97-D-51,9,Quotes
10-D-12,13-D-21,1,Is quoted by
10-D-11,08-D-22,1,Quotes
10-D-11,09-D-07,3,Quotes
10-D-11,03-D-68,1,Quotes
10-D-11,07-D-41,3,Quotes
10-D-11,97-D-18,1,Quotes
10-D-11,04-D-48,1,Quotes
10-D-11,02-D-37,1,Quotes
10-D-11,06-D-07,1,Quotes
10-D-11,99-D-70,1,Quotes
10-D-11,06-D-30,1,Quotes
10-D-11,94-D-18,1,Quotes
10-D-11,12-D-02,1,Is quoted by
10-D-11,12-D-19,3,Is quoted by
10-D-11,12-D-26,1,Is quoted by
10-D-11,14-D-06,1,Is quoted by
10-D-11,19-D-19,1,Is quoted by
10-D-11,20-D-10,1,Is quoted by
10-D-11,20-D-12,2,Is quoted by
10-D-11,20-D-17,9,Is quoted by
10-D-11,21-D-21,5,Is quoted by
10-D-10,09-D-10,1,Quotes
10-D-10,01-D-59,1,Quotes
10-D-10,04-D-20,1,Quotes
10-D-10,05-D-17,1,Quotes
10-D-10,06-D-25,1,Quotes
10-D-10,07-D-29,1,Quotes
10-D-10,01-D-64,1,Quotes
10-D-10,05-D-45,1,Quotes
10-D-10,10-D-35,1,Is quoted by
10-D-10,16-D-02,1,Is quoted by
10-D-10,18-D-19,1,Is quoted by
10-D-10,21-D-05,1,Is quoted by
10-D-09,09-A-09,4,Quotes
10-D-09,07-MC-02,2,Quotes
10-D-09,09-D-14,1,Quotes
10-D-09,09-D-29,1,Quotes
10-D-09,06-D-09,1,Quotes
10-D-09,06-D-37,1,Quotes
10-D-09,09-MC-02,1,Quotes
10-D-09,09-MC-01,1,Quotes
10-D-09,00-MC-01,1,Quotes
10-D-09,02-A-04,1,Quotes
10-D-09,07-D-27,1,Quotes
10-D-09,12-A-13,2,Is quoted by
10-D-09,13-D-08,1,Is quoted by
10-D-09,14-D-06,1,Is quoted by
10-D-09,15-A-10,2,Is quoted by
10-D-09,15-D-01,1,Is quoted by
10-D-09,16-D-11,4,Is quoted by
10-D-09,19-A-03,2,Is quoted by
10-D-09,20-D-01,1,Is quoted by
10-D-09,21-A-17,2,Is quoted by
10-D-08,09-D-02,3,Quotes
10-D-08,03-D-42,2,Quotes
10-D-08,08-D-30,1,Quotes
10-D-08,01-D-49,1,Quotes
10-D-08,00-A-06,4,Quotes
10-D-08,94-A-30,1,Quotes
10-D-08,98-A-06,1,Quotes
10-D-08,10-A-26,4,Is quoted by
10-D-08,11-D-20,1,Is quoted by
10-D-08,12-A-01,1,Is quoted by
10-D-08,12-A-15,8,Is quoted by
10-D-08,13-A-20,1,Is quoted by
10-D-08,13-D-05,2,Is quoted by
10-D-08,14-D-19,4,Is quoted by
10-D-08,15-A-06,1,Is quoted by
10-D-08,18-D-22,1,Is quoted by
10-D-08,18-D-25,1,Is quoted by
10-D-08,19-D-18,1,Is quoted by
10-D-08,20-D-04,3,Is quoted by
10-D-08,20-D-08,1,Is quoted by
10-D-08,20-MC-01,1,Is quoted by
10-D-07,07-D-09,1,Quotes
10-D-07,08-D-30,1,Quotes
10-D-07,08-D-16,2,Quotes
10-D-07,05-D-32,1,Quotes
10-D-07,05-D-13,1,Quotes
10-D-07,02-MC-01,1,Quotes
10-D-07,07-D-12,2,Quotes
10-D-07,10-D-17,2,Is quoted by
10-D-07,10-D-32,1,Is quoted by
10-D-07,11-D-08,3,Is quoted by
10-D-07,12-D-10,1,Is quoted by
10-D-07,12-D-11,1,Is quoted by
10-D-07,14-D-03,1,Is quoted by
10-D-07,14-D-18,3,Is quoted by
10-D-07,21-A-08,1,Is quoted by
10-D-06,07-D-14,1,Quotes
10-D-05,09-D-03,2,Quotes
10-D-05,08-D-15,1,Quotes
10-D-05,03-D-19,1,Quotes
10-D-05,06-D-08,1,Quotes
10-D-05,07-D-48,1,Quotes
10-D-05,08-D-33,1,Quotes
10-D-05,06-D-03,1,Quotes
10-D-05,03-D-10,1,Quotes
10-D-05,01-D-31,1,Quotes
10-D-04,05-D-38,1,Quotes
10-D-04,05-D-27,1,Quotes
10-D-04,03-D-19,1,Quotes
10-D-04,06-D-08,2,Quotes
10-D-04,01-D-14,1,Quotes
10-D-04,08-D-30,1,Quotes
10-D-04,09-D-05,1,Quotes
10-D-04,99-D-18,1,Quotes
10-D-04,03-D-01,1,Quotes
10-D-04,03-D-07,1,Quotes
10-D-04,06-D-26,1,Quotes
10-D-04,03-D-10,1,Quotes
10-D-04,04-D-08,1,Quotes
10-D-04,04-D-78,1,Quotes
10-D-04,05-D-04,1,Quotes
10-D-04,08-D-28,1,Quotes
10-D-04,96-D-18,1,Quotes
10-D-04,11-D-02,1,Is quoted by
10-D-04,11-D-13,1,Is quoted by
10-D-04,13-D-09,1,Is quoted by
10-D-04,13-D-14,1,Is quoted by
10-D-04,15-D-18,1,Is quoted by
10-D-04,16-D-18,1,Is quoted by
10-D-04,16-D-28,1,Is quoted by
10-D-04,18-D-19,1,Is quoted by
10-D-04,20-D-19,1,Is quoted by
10-D-04,21-D-05,1,Is quoted by
10-D-03,01-D-17,2,Quotes
10-D-03,09-D-10,1,Quotes
10-D-03,06-D-08,1,Quotes
10-D-03,09-D-19,1,Quotes
10-D-03,07-D-29,2,Quotes
10-D-03,09-D-25,2,Quotes
10-D-03,00-D-53,1,Quotes
10-D-03,06-D-07,1,Quotes
10-D-03,08-D-30,1,Quotes
10-D-03,08-D-33,1,Quotes
10-D-03,03-D-01,1,Quotes
10-D-03,03-D-07,2,Quotes
10-D-03,06-D-26,1,Quotes
10-D-03,07-D-40,1,Quotes
10-D-03,11-D-13,1,Is quoted by
10-D-03,12-D-08,1,Is quoted by
10-D-03,16-D-02,1,Is quoted by
10-D-03,16-D-09,1,Is quoted by
10-D-02,04-A-03,1,Quotes
10-D-02,10-D-16,1,Is quoted by
10-D-02,10-D-37,1,Is quoted by
10-D-02,13-A-24,4,Is quoted by
10-D-02,13-D-11,3,Is quoted by
10-D-02,13-D-21,2,Is quoted by
10-D-02,14-D-08,1,Is quoted by
10-D-02,16-D-14,2,Is quoted by
10-D-02,16-MC-01,2,Is quoted by
10-D-02,17-D-17,1,Is quoted by
10-D-02,17-D-25,6,Is quoted by
10-D-02,20-D-11,6,Is quoted by
10-D-02,21-D-03,1,Is quoted by
10-D-01,08-A-16,1,Quotes
10-D-01,08-MC-01,32,Quotes
10-D-01,07-D-44,1,Quotes
10-D-01,06-D-03,1,Quotes
10-A-29,09-A-42,1,Quotes
10-A-29,09-A-49,1,Quotes
10-A-29,09-A-55,1,Quotes
10-A-29,94-A-15,1,Quotes
10-A-29,05-A-22,1,Quotes
10-A-29,08-A-16,1,Quotes
10-A-29,10-A-04,1,Quotes
10-A-29,10-A-13,1,Quotes
10-A-29,10-A-26,1,Quotes
10-A-29,10-D-30,3,Quotes
10-A-29,10-MC-01,3,Quotes
10-A-29,10-D-38,3,Is quoted by
10-A-29,11-A-05,1,Is quoted by
10-A-29,12-A-20,1,Is quoted by
10-A-29,12-D-22,1,Is quoted by
10-A-29,14-A-03,2,Is quoted by
10-A-29,18-A-03,8,Is quoted by
10-A-29,18-D-13,2,Is quoted by
10-A-29,19-A-04,1,Is quoted by
10-A-29,19-D-26,3,Is quoted by
10-A-29,19-MC-01,1,Is quoted by
10-A-28,09-A-48,6,Quotes
10-A-28,08-A-07,5,Quotes
10-A-28,11-A-03,3,Is quoted by
10-A-28,11-A-04,2,Is quoted by
10-A-28,11-A-12,1,Is quoted by
10-A-28,11-A-14,3,Is quoted by
10-A-28,12-D-08,1,Is quoted by
10-A-28,14-A-03,5,Is quoted by
10-A-28,14-A-04,2,Is quoted by
10-A-28,15-D-08,1,Is quoted by
10-A-28,18-A-04,1,Is quoted by
10-A-27,09-A-44,1,Quotes
10-A-27,05-A-08,1,Quotes
10-A-27,10-A-02,1,Quotes
10-A-27,10-A-20,2,Quotes
10-A-27,04-A-12,1,Quotes
10-A-27,16-A-08,3,Is quoted by
10-A-26,09-A-21,1,Quotes
10-A-26,05-D-49,1,Quotes
10-A-26,07-A-12,3,Quotes
10-A-26,10-D-08,4,Quotes
10-A-26,95-D-39,1,Quotes
10-A-26,96-D-36,1,Quotes
10-A-26,97-D-48,1,Quotes
10-A-26,98-D-52,1,Quotes
10-A-26,10-A-29,1,Is quoted by
10-A-26,11-A-04,1,Is quoted by
10-A-26,11-A-11,1,Is quoted by
10-A-26,11-D-03,1,Is quoted by
10-A-26,11-D-04,1,Is quoted by
10-A-26,11-D-20,6,Is quoted by
10-A-26,12-A-01,6,Is quoted by
10-A-26,12-A-15,4,Is quoted by
10-A-26,13-A-20,1,Is quoted by
10-A-26,13-D-19,1,Is quoted by
10-A-26,15-A-06,7,Is quoted by
10-A-26,20-D-13,2,Is quoted by
10-A-25,08-D-34,1,Quotes
10-A-25,05-D-65,1,Quotes
10-A-25,07-D-33,3,Quotes
10-A-25,09-D-14,2,Quotes
10-A-25,09-D-24,1,Quotes
10-A-25,09-D-28,1,Quotes
10-A-25,07-MC-06,1,Quotes
10-A-25,04-D-13,1,Quotes
10-A-25,05-D-64,1,Quotes
10-A-25,09-MC-01,1,Quotes
10-A-25,08-D-21,1,Quotes
10-A-25,10-D-16,1,Quotes
10-A-25,15-A-06,4,Is quoted by
10-A-24,09-A-06,1,Quotes
10-A-24,10-A-05,1,Quotes
10-A-24,05-D-64,1,Quotes
10-A-24,97-D-45,1,Quotes
10-A-23,09-A-55,1,Quotes
10-A-23,00-A-29,2,Quotes
10-A-23,09-A-57,3,Quotes
10-A-23,04-A-15,1,Quotes
10-A-23,10-A-07,6,Quotes
10-A-23,10-A-18,1,Quotes
10-A-23,11-A-05,1,Is quoted by
10-A-22,07-A-08,1,Quotes
10-A-22,02-A-08,1,Quotes
10-A-22,09-D-06,1,Quotes
10-A-22,09-D-10,3,Quotes
10-A-22,09-D-20,1,Quotes
10-A-22,96-D-12,1,Quotes
10-A-22,01-D-16,1,Quotes
10-A-22,06-D-27,2,Quotes
10-A-22,98-MC-04,1,Quotes
10-A-22,99-D-51,1,Quotes
10-A-21,09-D-22,1,Quotes
10-A-21,09-D-26,1,Quotes
10-A-21,99-A-22,3,Quotes
10-A-21,12-A-17,3,Is quoted by
10-A-21,16-A-14,2,Is quoted by
10-A-21,18-D-17,3,Is quoted by
10-A-21,20-A-10,1,Is quoted by
10-A-20,00-D-47,1,Quotes
10-A-20,00-D-50,1,Quotes
10-A-20,09-A-55,1,Quotes
10-A-20,00-A-29,1,Quotes
10-A-20,05-D-53,1,Quotes
10-A-20,94-A-15,1,Quotes
10-A-20,95-A-18,1,Quotes
10-A-20,96-A-10,1,Quotes
10-A-20,97-A-07,1,Quotes
10-A-20,98-A-05,1,Quotes
10-A-20,10-A-10,1,Quotes
10-A-20,09-MC-01,1,Quotes
10-A-20,02-A-06,1,Quotes
10-A-20,05-A-16,1,Quotes
10-A-20,97-A-10,1,Quotes
10-A-20,97-A-20,1,Quotes
10-A-20,10-A-27,2,Is quoted by
10-A-20,16-A-08,1,Is quoted by
10-A-20,18-A-04,1,Is quoted by
10-A-20,20-D-12,2,Is quoted by
10-A-19,02-A-13,1,Quotes
10-A-19,09-A-50,2,Quotes
10-A-19,08-A-12,7,Quotes
10-A-19,00-MC-13,1,Quotes
10-A-19,04-A-05,1,Quotes
10-A-19,04-D-10,1,Quotes
10-A-19,05-A-25,1,Quotes
10-A-19,17-A-05,1,Is quoted by
10-A-19,21-A-10,3,Is quoted by
10-A-18,09-A-47,2,Quotes
10-A-18,08-A-06,2,Quotes
10-A-18,09-A-57,3,Quotes
10-A-18,10-A-07,4,Quotes
10-A-18,04-MC-01,1,Quotes
10-A-18,10-A-23,1,Is quoted by
10-A-18,11-A-05,2,Is quoted by
10-A-18,11-A-07,1,Is quoted by
10-A-18,12-A-02,1,Is quoted by
10-A-18,13-A-15,1,Is quoted by
10-A-18,14-A-06,1,Is quoted by
